user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
TaxVAMB_435	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp900546055	GCA_900546055.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp900546055	96.8	0.876	GCA_900546055.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp900546055	96.8	0.876	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_959020415.1, s__Coprosoma sp959020415, 95.0, 94.44, 0.761; GCA_944358695.1, s__Coprosoma sp944358695, 95.0, 82.72, 0.314	84.79	11	N/A	N/A
TaxVAMB_441	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	GCA_900760275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	98.78	0.94	GCA_900760275.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__Woodwardibium sp900760275	98.78	0.94	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-382;g__Woodwardibium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_904419545.1, s__Woodwardibium gallinarum, 95.0, 84.19, 0.391	92.77	11	N/A	N/A
TaxVAMB_448	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	GCA_000436075.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	97.05	0.892	GCA_000436075.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	97.05	0.892	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900553605.1, s__Anaerotardibacter sp900553605, 95.0, 92.14, 0.815; GCA_934617065.1, s__Anaerotardibacter sp934617065, 95.0, 91.65, 0.814; GCA_030540085.1, s__Anaerotardibacter sp030540085, 95.0, 91.46, 0.786; GCA_900547965.1, s__Anaerotardibacter sp900547965, 95.0, 90.74, 0.778; GCA_900544455.1, s__Anaerotardibacter sp900544455, 95.0, 89.82, 0.716; GCA_900753095.1, s__Anaerotardibacter sp900753095, 95.0, 82.9, 0.181; GCA_958431815.1, s__Anaerotardibacter sp958431815, 95.0, 81.6, 0.176; GCA_905203045.1, s__Anaerotardibacter sp900555755, 95.0, 81.43, 0.167	90.82	11	N/A	N/A
TaxVAMB_449	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	GCA_000436075.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	97.07	0.893	GCA_000436075.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__Anaerotardibacter sp000436075	97.07	0.893	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Anaerotardibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900553605.1, s__Anaerotardibacter sp900553605, 95.0, 92.37, 0.782; GCA_934617065.1, s__Anaerotardibacter sp934617065, 95.0, 91.76, 0.808; GCA_030540085.1, s__Anaerotardibacter sp030540085, 95.0, 91.32, 0.753; GCA_900547965.1, s__Anaerotardibacter sp900547965, 95.0, 90.74, 0.738; GCA_900544455.1, s__Anaerotardibacter sp900544455, 95.0, 90.17, 0.715; GCA_900753095.1, s__Anaerotardibacter sp900753095, 95.0, 83.1, 0.17; GCA_958431815.1, s__Anaerotardibacter sp958431815, 95.0, 81.65, 0.184; GCA_905203045.1, s__Anaerotardibacter sp900555755, 95.0, 81.46, 0.177	82.6	11	N/A	N/A
TaxVAMB_46	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	GCF_014337155.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	98.39	0.846	GCF_014337155.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__Wujia chipingensis	98.39	0.846	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Wujia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_018918185.1, s__Wujia sp900539705, 95.0, 91.54, 0.693; GCA_937894705.1, s__Wujia sp002431865, 95.0, 90.93, 0.641; GCA_900553925.1, s__Wujia sp900553925, 95.0, 90.71, 0.56; GCA_002404515.1, s__Wujia sp002404515, 95.0, 89.86, 0.576; GCA_934318045.1, s__Wujia sp934318045, 95.0, 89.78, 0.497; GCA_900767585.1, s__Wujia sp900767585, 95.0, 89.55, 0.478; GCF_022174665.1, s__Wujia sp022174665, 95.0, 89.35, 0.551	89.91	11	N/A	N/A
TaxVAMB_463	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A sp934294775	GCF_934294775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A sp934294775	98.23	0.767	GCF_934294775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__Dorea_A sp934294775	98.23	0.767	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Dorea_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_025150085.1, s__Dorea_A longicatena, 95.0, 86.87, 0.336; GCF_025567265.1, s__Dorea_A amylophila, 95.0, 85.87, 0.256; GCA_900550865.1, s__Dorea_A sp900550865, 95.0, 85.46, 0.33; GCA_934309195.1, s__Dorea_A sp934309195, 95.0, 85.35, 0.308; GCA_019421265.1, s__Dorea_A sp019421265, 95.0, 84.73, 0.168; GCA_934295165.1, s__Dorea_A sp934295165, 95.0, 82.74, 0.198	84.71	11	N/A	N/A
TaxVAMB_49	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	GCA_900544375.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	99.37	0.968	GCA_900544375.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	99.37	0.968	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544715.1, s__Fimivicinus sp900544715, 95.0, 90.58, 0.716; GCA_002320555.1, s__Fimivicinus sp002320555, 95.0, 82.47, 0.216; GCA_900549825.1, s__Fimivicinus sp900549825, 95.0, 82.18, 0.285	91.88	11	N/A	N/A
TaxVAMB_50	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	GCA_900544375.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	99.34	0.965	GCA_900544375.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__Fimivicinus sp900544375	99.34	0.965	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Fimivicinus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900544715.1, s__Fimivicinus sp900544715, 95.0, 90.58, 0.713; GCA_002320555.1, s__Fimivicinus sp002320555, 95.0, 82.47, 0.216; GCA_900549825.1, s__Fimivicinus sp900549825, 95.0, 82.12, 0.281	92.53	11	N/A	N/A
TaxVAMB_53	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	GCA_000980705.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	98.73	0.803	GCA_000980705.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__Ruminococcus_C sp000980705	98.73	0.803	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus_C;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934463425.1, s__Ruminococcus_C sp934463425, 95.0, 86.62, 0.454; GCF_000468015.1, s__Ruminococcus_C callidus, 95.0, 85.86, 0.32	97.52	11	N/A	N/A
TaxVAMB_56	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	GCF_900129655.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	98.75	0.84	GCF_900129655.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__Bacteroides clarus	98.75	0.84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Bacteroides;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958432865.1, s__Bacteroides stercoris_A, 95.0, 87.45, 0.324; GCF_018390535.1, s__Bacteroides propionicigenes, 95.0, 87.3, 0.483; GCF_025147325.1, s__Bacteroides stercoris, 95.0, 87.04, 0.513; GCF_025146565.1, s__Bacteroides eggerthii, 95.0, 84.21, 0.39; GCF_000374365.1, s__Bacteroides gallinarum, 95.0, 83.39, 0.316; GCF_910578895.1, s__Bacteroides sp910578895, 95.0, 82.77, 0.253	93.33	11	N/A	N/A
TaxVAMB_59	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister succinatiphilus	GCF_000242435.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister succinatiphilus	96.69	0.749	GCF_000242435.1	95.0	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__Dialister succinatiphilus	96.69	0.749	d__Bacteria;p__Bacillota_C;c__Negativicutes;o__Veillonellales;f__Dialisteraceae;g__Dialister;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_002320515.1, s__Dialister sp002320515, 95.0, 88.22, 0.475; GCF_900538805.1, s__Dialister sp900538805, 95.0, 86.76, 0.412; GCF_937959425.1, s__Dialister sp937959425, 95.0, 85.93, 0.334	97.4	11	N/A	N/A
TaxVAMB_593	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.8	0.795	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.8	0.795	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902781225.1, s__Roseburia sp902781225, 95.0, 94.78, 0.812	88.58	11	N/A	N/A
TaxVAMB_599	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	GCF_025147765.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.29	0.804	GCF_025147765.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A obeum	98.29	0.804	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934424005.1, s__Blautia_A sp934424005, 95.0, 94.6, 0.726; GCA_934378195.1, s__Blautia_A sp934378195, 95.0, 86.41, 0.506; GCF_934372025.1, s__Blautia_A sp934372025, 95.0, 85.03, 0.39; GCF_018918125.1, s__Blautia_A sp018918125, 95.0, 84.68, 0.314; GCF_900120195.1, s__Blautia_A sp900120195, 95.0, 84.62, 0.311; GCF_003461245.1, s__Blautia_A sp000436615, 95.0, 84.47, 0.248; GCA_900066355.1, s__Blautia_A sp900066355, 95.0, 84.41, 0.292; GCF_014297355.1, s__Blautia_A intestinalis, 95.0, 84.0, 0.291; GCA_934371915.1, s__Blautia_A sp934371915, 95.0, 83.39, 0.26; GCF_009883055.1, s__Blautia_A sp900548245, 95.0, 83.33, 0.203; GCF_934424575.1, s__Blautia_A sp934424575, 95.0, 81.83, 0.191; GCA_934402155.1, s__Blautia_A sp934402155, 95.0, 81.54, 0.152	93.62	11	N/A	N/A
TaxVAMB_616	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	GCF_020554845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98.06	0.779	GCF_020554845.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A faecis	98.06	0.779	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_020537505.1, s__Blautia_A sp905206915, 95.0, 88.85, 0.426; GCF_934371575.1, s__Blautia_A sp934371575, 95.0, 87.22, 0.33; GCA_934394545.1, s__Blautia_A sp934394545, 95.0, 85.22, 0.29; GCA_934408705.1, s__Blautia_A sp934408705, 95.0, 84.92, 0.318; GCF_025566865.1, s__Blautia_A acetigignens, 95.0, 84.49, 0.242; GCA_029101305.1, s__Blautia_A sp029101305, 95.0, 83.72, 0.218; GCA_900763175.1, s__Blautia_A sp900763175, 95.0, 83.72, 0.18; GCA_934358405.1, s__Blautia_A sp934358405, 95.0, 83.18, 0.198; GCA_934364795.1, s__Blautia_A sp934364795, 95.0, 81.98, 0.185	91.9	11	N/A	N/A
TaxVAMB_672	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.5	0.857	GCF_000154465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes putredinis	99.5	0.857	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.98	11	N/A	N/A
TaxVAMB_80	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.29	0.764	GCF_027667425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__Fusicatenibacter saccharivorans	98.29	0.764	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Fusicatenibacter;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_900772675.1, s__Fusicatenibacter sp900772675, 95.0, 91.22, 0.593	93.33	11	N/A	N/A
TaxVAMB_84	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp902363575	GCA_902363575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp902363575	98.47	0.918	GCA_902363575.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__Alistipes sp902363575	98.47	0.918	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Rikenellaceae;g__Alistipes;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	95.0	11	N/A	N/A
TaxVAMB_88	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	GCF_020687435.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.4	0.828	GCF_020687435.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__Blautia_A fusiformis	98.4	0.828	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Blautia_A;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_958454115.1, s__Blautia_A wexlerae_C, 95.0, 94.88, 0.407; GCA_900751995.1, s__Blautia_A sp900751995, 95.0, 94.79, 0.586; GCF_003461955.1, s__Blautia_A sp900066335, 95.0, 90.52, 0.59; GCF_013304735.1, s__Blautia_A sp900066205, 95.0, 90.27, 0.611; GCF_003474435.1, s__Blautia_A sp003474435, 95.22, 89.18, 0.478; GCF_013304825.1, s__Blautia_A schinkii_B, 95.0, 88.77, 0.491; GCA_900764225.1, s__Blautia_A sp900764225, 95.0, 87.31, 0.348; GCA_934373235.1, s__Blautia_A sp934373235, 95.0, 83.68, 0.203	93.35	11	N/A	N/A
TaxVAMB_94	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp934476515	GCF_934476515.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp934476515	96.81	0.765	GCF_934476515.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__Ruminococcus_E sp934476515	96.81	0.765	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__Ruminococcus_E;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_005601135.1, s__Ruminococcus_E bovis, 95.0, 94.84, 0.711	95.79	11	N/A	N/A
TaxVAMB_98	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	GCF_020687245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	95.93	0.719	GCF_020687245.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__Faecalibacterium longum	95.93	0.719	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Faecalibacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934514285.1, s__Faecalibacterium sp934514285, 95.0, 95.81, 0.776; GCF_023347275.1, s__Faecalibacterium sp900758465, 95.0, 91.03, 0.686; GCA_002313795.1, s__Faecalibacterium prausnitzii_L, 95.0, 87.18, 0.399; GCF_019967995.1, s__Faecalibacterium prausnitzii_E, 95.0, 86.17, 0.347; GCA_900765705.1, s__Faecalibacterium sp900765705, 95.0, 86.03, 0.221; GCF_003287455.1, s__Faecalibacterium hattorii, 95.0, 85.52, 0.339; GCA_014858325.1, s__Faecalibacterium sp014858325, 95.0, 85.26, 0.327; GCF_023347235.1, s__Faecalibacterium prausnitzii_A, 95.0, 85.13, 0.292; GCF_003287495.1, s__Faecalibacterium prausnitzii_I, 95.0, 85.0, 0.348; GCF_010509575.1, s__Faecalibacterium duncaniae, 95.0, 84.93, 0.296; GCF_023347535.1, s__Faecalibacterium sp900539885, 95.0, 84.84, 0.27; GCF_023347295.1, s__Faecalibacterium sp003449675, 95.0, 84.84, 0.253; GCA_902463905.1, s__Faecalibacterium sp902463905, 95.0, 84.67, 0.21; GCA_025757845.1, s__Faecalibacterium sp900539945, 95.0, 84.6, 0.287; GCF_023347255.1, s__Faecalibacterium prausnitzii_D, 95.0, 84.59, 0.274; GCA_937915335.1, s__Faecalibacterium sp937915335, 95.0, 84.53, 0.185; GCF_003324185.1, s__Faecalibacterium prausnitzii, 95.0, 84.14, 0.255; GCA_900765105.1, s__Faecalibacterium sp900765105, 95.0, 83.9, 0.216; GCF_002549775.1, s__Faecalibacterium prausnitzii_F, 95.0, 83.85, 0.277; GCA_934526125.1, s__Faecalibacterium sp934526125, 95.0, 83.73, 0.296; GCA_900772565.1, s__Faecalibacterium sp900772565, 95.0, 83.65, 0.226; GCA_934525845.1, s__Faecalibacterium sp934525845, 95.0, 83.46, 0.25; GCA_934503275.1, s__Faecalibacterium sp934503275, 95.0, 83.42, 0.244; GCA_902463235.1, s__Faecalibacterium sp902463235, 95.0, 83.42, 0.211; GCA_934525735.1, s__Faecalibacterium sp934525735, 95.0, 83.39, 0.251; GCA_905215595.1, s__Faecalibacterium sp905215595, 95.0, 83.35, 0.18; GCF_003287405.1, s__Faecalibacterium prausnitzii_J, 95.0, 83.33, 0.239; GCA_934525325.1, s__Faecalibacterium sp934525325, 95.0, 83.31, 0.23; GCA_934513205.1, s__Faecalibacterium sp934513205, 95.0, 83.25, 0.236; GCA_934561555.1, s__Faecalibacterium sp934561555, 95.0, 83.21, 0.224; GCA_934511465.1, s__Faecalibacterium sp934511465, 95.0, 83.19, 0.239; GCA_900551435.1, s__Faecalibacterium sp900551435, 95.0, 83.18, 0.249; GCA_934533135.1, s__Faecalibacterium sp934533135, 95.0, 83.14, 0.266; GCA_937917475.1, s__Faecalibacterium sp937917475, 95.0, 83.04, 0.181; GCA_934501115.1, s__Faecalibacterium sp934501115, 95.0, 82.98, 0.228; GCA_934547065.1, s__Faecalibacterium sp934547065, 95.0, 82.91, 0.257; GCA_934525405.1, s__Faecalibacterium sp934525405, 95.0, 82.91, 0.179; GCA_934561115.1, s__Faecalibacterium sp934561115, 95.0, 82.9, 0.239; GCA_934524985.1, s__Faecalibacterium sp934524985, 95.0, 82.77, 0.226; GCA_934540955.1, s__Faecalibacterium sp934540955, 95.0, 82.74, 0.221; GCA_934539245.1, s__Faecalibacterium sp934539245, 95.0, 82.68, 0.216; GCA_934532365.1, s__Faecalibacterium sp934532365, 95.0, 82.59, 0.211; GCA_934512105.1, s__Faecalibacterium sp934512105, 95.0, 82.47, 0.196; GCA_934548045.1, s__Faecalibacterium sp934548045, 95.0, 82.23, 0.23; GCA_934561485.1, s__Faecalibacterium sp934561485, 95.0, 82.1, 0.188; GCA_934553285.1, s__Faecalibacterium sp934553285, 95.0, 81.99, 0.19; GCA_004558805.1, s__Faecalibacterium prausnitzii_M, 95.0, 81.8, 0.198; GCA_934518555.1, s__Faecalibacterium sp934518555, 95.0, 81.1, 0.196	94.1	11	N/A	N/A
VAMB_100	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900539965	GCA_014610835.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900539965	97.39	0.833	GCA_014610835.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__Bulleidia sp900539965	97.39	0.833	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Bulleidia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_934725105.1, s__Bulleidia sp934725105, 95.0, 93.34, 0.808	93.88	11	N/A	N/A
VAMB_104	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	GCA_900547385.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	97.54	0.923	GCA_900547385.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__Angelakisella sp900547385	97.54	0.923	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Angelakisella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_937907305.1, s__Angelakisella sp937907305, 95.0, 92.56, 0.8; GCA_003453215.1, s__Angelakisella sp003453215, 95.0, 85.73, 0.409; GCA_004557855.1, s__Angelakisella sp004557855, 95.0, 85.72, 0.409; GCA_900552845.1, s__Angelakisella sp900552845, 95.0, 84.82, 0.299; GCA_934524965.1, s__Angelakisella sp934524965, 95.0, 84.19, 0.364; GCA_004554485.1, s__Angelakisella sp004554485, 95.0, 81.92, 0.247	90.61	11	N/A	N/A
