user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S4_SemiBin_23	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_G	GCF_005844325.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella aerofaciens_G	95.4	0.852	GCA_900760325.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__Collinsella sp900760325	94.33	0.818	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Coriobacteriaceae;g__Collinsella;s__	taxonomic classification defined by topology and ANI	N/A	GCA_902494435.1, s__Collinsella sp902494435, 95.03, 95.05, 0.868; GCF_020181355.1, s__Collinsella sp018380015, 95.0, 94.95, 0.807; GCA_902464575.1, s__Collinsella sp902464575, 95.0, 94.89, 0.869; GCF_028206995.1, s__Collinsella aerofaciens_AQ, 95.0, 94.83, 0.807; GCA_018377855.1, s__Collinsella sp018377855, 95.0, 94.82, 0.842; GCA_902466855.1, s__Collinsella sp902466855, 95.0, 94.81, 0.852; GCA_000434535.1, s__Collinsella sp000434535, 95.0, 94.79, 0.862; GCA_014871645.1, s__Collinsella sp014871645, 95.0, 94.72, 0.851; GCA_900541145.1, s__Collinsella sp900541145, 95.0, 94.72, 0.841; GCF_001405375.1, s__Collinsella aerofaciens_F, 95.0, 94.72, 0.81; GCA_958413455.1, s__Collinsella sp958413455, 95.0, 94.71, 0.815; GCA_900547835.1, s__Collinsella sp900547835, 95.0, 94.69, 0.761; GCA_905212545.1, s__Collinsella sp905212545, 95.0, 94.68, 0.828; GCA_902479065.1, s__Collinsella sp902479065, 95.0, 94.67, 0.831; GCA_902495355.1, s__Collinsella sp902495355, 95.0, 94.62, 0.855; GCA_902491765.1, s__Collinsella sp902491765, 95.0, 94.61, 0.838; GCA_018373675.1, s__Collinsella sp018373675, 95.0, 94.61, 0.837; GCA_018368055.1, s__Collinsella sp018368055, 95.0, 94.61, 0.817; GCF_018785245.1, s__Collinsella aerofaciens_AD, 95.0, 94.58, 0.836; GCA_900547655.1, s__Collinsella sp900547655, 95.0, 94.58, 0.829; GCA_902469665.1, s__Collinsella sp902469665, 95.0, 94.56, 0.848; GCA_900541005.1, s__Collinsella sp900541005, 95.0, 94.56, 0.846; GCA_902497065.1, s__Collinsella sp902497065, 95.0, 94.56, 0.843; GCA_902464565.1, s__Collinsella sp902464565, 95.0, 94.56, 0.843; GCA_018382125.1, s__Collinsella sp018382125, 95.0, 94.56, 0.826; GCF_025289055.1, s__Collinsella sp900549025, 95.0, 94.56, 0.818; GCA_900541125.1, s__Collinsella sp900541125, 95.0, 94.56, 0.816; GCF_902501475.1, s__Collinsella aerofaciens_AL, 95.0, 94.56, 0.807; GCA_958427355.1, s__Collinsella sp958427355, 95.0, 94.56, 0.803; GCA_959028445.1, s__Collinsella sp959028445, 95.0, 94.54, 0.846; GCA_900550515.1, s__Collinsella sp900550515, 95.0, 94.52, 0.818; GCA_902495525.1, s__Collinsella sp902495525, 95.0, 94.51, 0.818; GCA_902491895.1, s__Collinsella sp902491895, 95.0, 94.5, 0.846; GCA_900755685.1, s__Collinsella sp900755685, 95.0, 94.5, 0.836; GCA_900554905.1, s__Collinsella sp900554905, 95.0, 94.5, 0.82; GCA_008668585.1, s__Collinsella aerofaciens_AS, 95.0, 94.5, 0.739; GCA_900760905.1, s__Collinsella sp900760905, 95.0, 94.49, 0.816; GCA_902478965.1, s__Collinsella sp902478965, 95.0, 94.48, 0.85; GCA_019413955.1, s__Collinsella sp019413955, 95.0, 94.48, 0.828; GCA_900551635.1, s__Collinsella sp900551635, 95.0, 94.45, 0.825; GCA_937989875.1, s__Collinsella sp937989875, 95.0, 94.45, 0.795; GCA_900761615.1, s__Collinsella sp900761615, 95.0, 94.41, 0.812; GCA_900550195.1, s__Collinsella sp900550195, 95.0, 94.4, 0.776; GCA_900542635.1, s__Collinsella sp900542635, 95.0, 94.39, 0.856; GCA_902462065.1, s__Collinsella sp902462065, 95.0, 94.39, 0.841; GCA_031292915.1, s__Collinsella sp031292915, 95.0, 94.39, 0.827; GCA_905215835.1, s__Collinsella sp905215835, 95.0, 94.38, 0.819; GCA_014871655.1, s__Collinsella sp014871655, 95.0, 94.38, 0.804; GCA_031295725.1, s__Collinsella sp031295725, 95.0, 94.38, 0.777; GCA_958413895.1, s__Collinsella sp958413895, 95.0, 94.35, 0.846; GCA_018376265.1, s__Collinsella sp018376265, 95.0, 94.34, 0.819; GCA_900541135.1, s__Collinsella sp900541135, 95.0, 94.33, 0.829; GCA_900554495.1, s__Collinsella sp900554495, 95.0, 94.33, 0.785; GCA_902494815.1, s__Collinsella sp902494815, 95.0, 94.31, 0.817; GCA_905215005.1, s__Collinsella sp905215005, 95.0, 94.31, 0.792; GCA_902491915.1, s__Collinsella sp902491915, 95.0, 94.29, 0.838; GCA_902493915.1, s__Collinsella sp902493915, 95.0, 94.29, 0.822; GCA_900761085.1, s__Collinsella sp900761085, 95.0, 94.29, 0.82; GCA_900752425.1, s__Collinsella sp900752425, 95.0, 94.29, 0.818; GCA_902495985.1, s__Collinsella sp902495985, 95.0, 94.29, 0.813; GCA_958424475.1, s__Collinsella sp958424475, 95.0, 94.29, 0.805; GCA_958432255.1, s__Collinsella sp958432255, 95.0, 94.28, 0.78; GCA_902479045.1, s__Collinsella sp900556605, 95.0, 94.27, 0.869; GCA_902493895.1, s__Collinsella sp902493895, 95.0, 94.27, 0.838; GCA_900759565.1, s__Collinsella sp900759565, 95.0, 94.27, 0.831; GCA_900543515.1, s__Collinsella sp900543515, 95.0, 94.27, 0.811; GCA_902495945.1, s__Collinsella sp902495945, 95.0, 94.27, 0.797; GCA_902491935.1, s__Collinsella sp902491935, 95.0, 94.25, 0.837; GCA_902493985.1, s__Collinsella sp902493985, 95.0, 94.25, 0.827; GCA_902475905.1, s__Collinsella sp900556365, 95.0, 94.25, 0.81; GCA_902489965.1, s__Collinsella sp902489965, 95.0, 94.23, 0.815; GCA_900754385.1, s__Collinsella sp900754385, 95.0, 94.23, 0.801; GCA_959026725.1, s__Collinsella sp959026725, 95.0, 94.23, 0.787; GCA_902490095.1, s__Collinsella sp902490095, 95.0, 94.17, 0.812; GCA_905213265.1, s__Collinsella sp905213265, 95.0, 94.15, 0.795; GCA_937934355.1, s__Collinsella sp937934355, 95.01, 94.15, 0.723; GCA_900543025.1, s__Collinsella sp900543025, 95.0, 94.14, 0.828; GCA_902495155.1, s__Collinsella sp902495155, 95.0, 94.14, 0.812; GCA_902363125.1, s__Collinsella sp902363125, 95.0, 94.11, 0.786; GCA_902490305.1, s__Collinsella sp902490305, 95.0, 94.07, 0.801; GCA_014871605.1, s__Collinsella sp014871605, 95.0, 94.07, 0.793; GCA_902494195.1, s__Collinsella sp902494195, 95.0, 94.06, 0.79; GCA_018380195.1, s__Collinsella sp018380195, 95.0, 94.06, 0.779; GCA_959027945.1, s__Collinsella sp959027945, 95.0, 94.02, 0.826; GCA_958403205.1, s__Collinsella sp958403205, 95.0, 94.02, 0.799; GCA_019414325.1, s__Collinsella sp019414325, 95.0, 94.0, 0.818; GCA_902490325.1, s__Collinsella sp902490325, 95.0, 93.97, 0.8; GCA_905216145.1, s__Collinsella sp905216145, 95.0, 93.95, 0.786; GCA_019414515.1, s__Collinsella sp019414515, 95.0, 93.93, 0.811; GCA_900761805.1, s__Collinsella sp900761805, 95.0, 93.93, 0.796; GCA_900542965.1, s__Collinsella sp900542965, 95.0, 93.85, 0.793; GCA_900761945.1, s__Collinsella sp900761945, 95.0, 93.74, 0.776; GCA_902489855.1, s__Collinsella sp902489855, 95.0, 93.67, 0.768; GCA_900551655.1, s__Collinsella sp900551655, 95.0, 93.54, 0.726; GCA_958413765.1, s__Collinsella sp958413765, 95.0, 93.35, 0.762; GCA_900556875.1, s__Collinsella sp900556875, 95.0, 92.69, 0.721; GCA_934654795.1, s__Collinsella sp934654795, 95.0, 91.93, 0.753; GCA_934617135.1, s__Collinsella sp934617135, 95.0, 90.36, 0.647	94.34	11	N/A	N/A
S4_SemiBin_24	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis	GCF_014287955.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis	98.78	0.869	GCF_014287955.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__Lachnospira hominis	98.78	0.869	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Lachnospira;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.19	11	N/A	N/A
S4_SemiBin_25	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	GCF_003437535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	96.27	0.745	GCF_003437535.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola plebeius_A	96.27	0.745	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_945965395.1, s__Phocaeicola sp945965395, 95.0, 94.73, 0.664; GCA_900557085.1, s__Phocaeicola sp900557085, 95.0, 93.94, 0.458; GCF_000187895.1, s__Phocaeicola plebeius, 95.0, 93.82, 0.683; GCF_025993685.1, s__Phocaeicola mediterraneensis_A, 95.0, 83.87, 0.367; GCF_025567125.1, s__Phocaeicola fibrisolvens, 95.0, 83.52, 0.34; GCF_016900355.1, s__Phocaeicola sp900551065, 95.0, 83.28, 0.339; GCA_900552075.1, s__Phocaeicola sp900552075, 95.0, 83.06, 0.394; GCF_900128455.1, s__Phocaeicola mediterraneensis, 95.0, 83.06, 0.339; GCF_902472605.1, s__Phocaeicola sp902472605, 95.0, 83.02, 0.344; GCA_900551445.1, s__Phocaeicola sp900551445, 95.0, 83.01, 0.35	94.84	11	N/A	N/A
S4_SemiBin_26	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp934162325	GCA_934162325.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp934162325	96.45	0.812	GCA_001916775.1	95.29	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__CAG-302 sp001916775	95.52	0.717	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__CAG-302;s__	taxonomic classification defined by topology and ANI	N/A	GCA_934182615.1, s__CAG-302 sp934182615, 95.0, 93.04, 0.668; GCA_022009835.1, s__CAG-302 sp900548425, 95.0, 86.84, 0.343; GCA_900554615.1, s__CAG-302 sp900554615, 95.0, 85.86, 0.333; GCA_934132925.1, s__CAG-302 sp934132925, 95.0, 84.77, 0.279; GCA_945948625.1, s__CAG-302 sp945948625, 95.0, 83.85, 0.314; GCA_000431795.1, s__CAG-302 sp000431795, 95.0, 82.99, 0.206; GCA_934098435.1, s__CAG-302 sp934098435, 95.0, 81.86, 0.172; GCA_900543825.1, s__CAG-302 sp900543825, 95.0, 81.35, 0.169; GCA_934096105.1, s__CAG-302 sp934096105, 95.0, 81.17, 0.166; GCA_900549325.1, s__CAG-302 sp900549325, 95.0, 81.14, 0.163; GCA_934101345.1, s__CAG-302 sp934101345, 95.0, 80.95, 0.161	87.81	11	N/A	N/A
S4_SemiBin_28	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	GCA_934835795.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola sp934835795	96.53	0.78	GCA_020687125.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__Hominicoprocola fusiformis	96.45	0.641	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Hominicoprocola;s__	taxonomic classification defined by topology and ANI	N/A	GCA_937884915.1, s__Hominicoprocola sp937884915, 95.0, 92.77, 0.662; GCA_900552015.1, s__Hominicoprocola sp900552015, 95.0, 91.33, 0.658; GCA_900763705.1, s__Hominicoprocola sp900763705, 95.0, 89.9, 0.687; GCA_900550165.1, s__Hominicoprocola sp900550165, 95.0, 89.9, 0.642; GCA_003522105.1, s__Hominicoprocola sp003522105, 95.0, 88.78, 0.563; GCA_934597535.1, s__Hominicoprocola sp934597535, 95.0, 88.61, 0.518; GCA_900546295.1, s__Hominicoprocola sp900546295, 95.0, 88.08, 0.587; GCA_934561515.1, s__Hominicoprocola sp900556145, 95.0, 87.49, 0.507; GCA_934636865.1, s__Hominicoprocola sp934636865, 95.0, 87.46, 0.544; GCA_934572445.1, s__Hominicoprocola sp934572445, 95.0, 86.79, 0.402; GCA_002405995.1, s__Hominicoprocola sp002405995, 95.0, 86.77, 0.456; GCA_934572465.1, s__Hominicoprocola sp934572465, 95.0, 85.84, 0.443; GCA_900768135.1, s__Hominicoprocola sp900768135, 95.0, 84.57, 0.34	96.52	11	N/A	N/A
S4_SemiBin_29	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.6	0.766	GCF_000225345.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__Roseburia hominis	97.6	0.766	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Roseburia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902781225.1, s__Roseburia sp902781225, 95.0, 94.89, 0.769	88.2	11	N/A	Genome has more than 10.0% of markers with multiple hits
S4_SemiBin_30	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp900546055	GCA_900546055.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp900546055	96.76	0.88	GCA_900546055.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__Coprosoma sp900546055	96.76	0.88	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RF39;f__UBA660;g__Coprosoma;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_959020415.1, s__Coprosoma sp959020415, 95.0, 94.4, 0.763; GCA_944358695.1, s__Coprosoma sp944358695, 95.0, 82.72, 0.314	85.78	11	N/A	N/A
S4_SemiBin_31	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	97.32	0.777	GCA_003522945.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__UBA738 sp003522945	97.32	0.777	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__UBA738;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002404605.1, s__UBA738 sp002404605, 95.0, 91.67, 0.711; GCA_004557735.1, s__UBA738 sp004557735, 95.0, 90.89, 0.689; GCA_934511165.1, s__UBA738 sp934511165, 95.0, 89.99, 0.642; GCA_934533005.1, s__UBA738 sp934533005, 95.0, 89.62, 0.586; GCA_900763675.1, s__UBA738 sp900763675, 95.0, 86.95, 0.528	93.72	11	N/A	N/A
S4_SemiBin_32	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__	N/A	N/A	N/A	N/A	N/A	GCA_944320405.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__Aphodovivens sp944320405	81.02	0.152	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Eggerthellaceae;g__Aphodovivens;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_958452575.1, s__Aphodovivens sp958452575, 95.0, 80.95, 0.158; GCA_018712515.1, s__Aphodovivens avicola, 95.0, 80.95, 0.151	86.79	11	0.97373	N/A
S4_SemiBin_37	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	GCF_000173975.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.55	0.836	GCF_000173975.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__Anaerobutyricum hallii	98.55	0.836	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Anaerobutyricum;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_934307085.1, s__Anaerobutyricum sp934307085, 95.0, 89.38, 0.486; GCF_900209925.1, s__Anaerobutyricum soehngenii, 95.0, 87.02, 0.312; GCA_934317185.1, s__Anaerobutyricum sp934317185, 95.0, 84.11, 0.257	90.01	11	N/A	N/A
S4_SemiBin_38	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	GCA_003480165.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	99.26	0.924	GCA_003480165.1	95.0	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__Absicoccus sp000434355	99.26	0.924	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Absicoccus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.35	11	N/A	N/A
S4_SemiBin_4	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	GCF_013009555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	99.04	0.794	GCF_013009555.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__Phocaeicola dorei	99.04	0.794	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Bacteroidaceae;g__Phocaeicola;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_959599425.1, s__Phocaeicola sp959599425, 95.0, 95.48, 0.465; GCA_948566455.1, s__Phocaeicola sp948566455, 95.0, 95.28, 0.39; GCF_000012825.1, s__Phocaeicola vulgatus, 95.08, 94.95, 0.711; GCA_019414665.1, s__Phocaeicola sp019414665, 95.0, 94.32, 0.391; GCA_958434805.1, s__Phocaeicola sp958434805, 95.0, 94.19, 0.358; GCA_019414725.1, s__Phocaeicola sp019414725, 95.0, 94.12, 0.369; GCA_947574505.1, s__Phocaeicola sp947574505, 95.0, 94.02, 0.381; GCA_948579315.1, s__Phocaeicola sp948579315, 95.0, 93.9, 0.403; GCA_900760795.1, s__Phocaeicola sp900760795, 95.0, 91.66, 0.447; GCA_947072895.1, s__Phocaeicola sp011959205, 95.0, 89.94, 0.537; GCA_948956705.1, s__Phocaeicola sp948956705, 95.0, 89.83, 0.386; GCF_024622025.1, s__Phocaeicola sartorii, 95.0, 89.36, 0.538; GCA_947173895.1, s__Phocaeicola sp947173895, 95.0, 80.31, 0.171; GCA_902388365.1, s__Phocaeicola sp902388365, 95.0, 80.25, 0.16	97.38	11	N/A	N/A
S4_SemiBin_5	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	GCF_003425665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	99.87	0.945	GCF_003425665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__Evtepia gabavorous	99.87	0.945	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Evtepia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_019115225.1, s__Evtepia faecigallinarum, 95.0, 83.56, 0.236; GCA_019115545.1, s__Evtepia faecavium, 95.0, 83.46, 0.272; GCA_019118615.1, s__Evtepia excrementipullorum, 95.0, 83.25, 0.214; GCA_004554585.1, s__Evtepia sp004554585, 95.0, 82.51, 0.281; GCA_934597725.1, s__Evtepia sp934597725, 95.0, 82.32, 0.233; GCA_022764045.1, s__Evtepia sp022764045, 95.0, 82.19, 0.229; GCA_016296565.1, s__Evtepia sp016296565, 95.0, 81.92, 0.154; GCA_004551945.1, s__Evtepia sp004551945, 95.0, 81.16, 0.172; GCA_004556345.1, s__Evtepia sp004556345, 95.0, 80.48, 0.16	95.63	11	N/A	N/A
S4_SemiBin_50	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia massiliensis	GCF_023516715.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia massiliensis	98.24	0.903	GCF_023516715.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__Akkermansia massiliensis	98.24	0.903	d__Bacteria;p__Verrucomicrobiota;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Akkermansiaceae;g__Akkermansia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_947624785.1, s__Akkermansia muciniphila_F, 95.0, 95.06, 0.834; GCF_002884975.1, s__Akkermansia muciniphila_C, 95.0, 91.6, 0.802; GCF_018709685.1, s__Akkermansia muciniphila_E, 95.0, 90.83, 0.761; GCF_020860705.1, s__Akkermansia sp020860705, 95.0, 89.21, 0.652; GCA_905200945.1, s__Akkermansia sp905200945, 95.0, 87.3, 0.587; GCF_000020225.1, s__Akkermansia muciniphila, 95.0, 86.88, 0.641; GCF_030848305.1, s__Akkermansia muciniphila_A, 95.0, 86.63, 0.606; GCA_021202525.1, s__Akkermansia sp021202525, 95.0, 85.08, 0.447; GCF_026072915.1, s__Akkermansia biwaensis, 95.0, 84.9, 0.426; GCF_004167605.1, s__Akkermansia sp004167605, 95.0, 84.58, 0.406	85.26	11	N/A	N/A
S4_SemiBin_51	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.26	0.898	GCF_000296465.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__Barnesiella intestinihominis	98.26	0.898	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Barnesiellaceae;g__Barnesiella;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.81	11	N/A	N/A
S4_SemiBin_56	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	GCF_000196555.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.5	0.838	GCF_000196555.1	95.0	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__Bifidobacterium longum	98.5	0.838	d__Bacteria;p__Actinomycetota;c__Actinomycetes;o__Actinomycetales;f__Bifidobacteriaceae;g__Bifidobacterium;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_905202265.1, s__Bifidobacterium longum_D, 95.0, 95.22, 0.594; GCF_000269965.1, s__Bifidobacterium infantis, 95.0, 94.84, 0.662; GCA_022739095.1, s__Bifidobacterium sp022739095, 95.0, 94.54, 0.578; GCF_959020155.1, s__Bifidobacterium sp959020155, 95.0, 91.45, 0.493; GCF_001025175.1, s__Bifidobacterium breve, 95.0, 87.29, 0.331; GCF_003129905.1, s__Bifidobacterium callitrichidarum, 95.0, 82.88, 0.227; GCF_019331675.1, s__Bifidobacterium miconisargentati, 95.0, 82.82, 0.228; GCF_002802915.1, s__Bifidobacterium felsineum, 95.0, 82.01, 0.164; GCF_002259745.1, s__Bifidobacterium myosotis, 95.0, 81.78, 0.167; GCF_009193305.1, s__Bifidobacterium cebidarum, 95.0, 81.66, 0.181; GCF_000741715.1, s__Bifidobacterium saguini, 95.0, 81.65, 0.163; GCF_000741695.1, s__Bifidobacterium reuteri, 95.0, 81.37, 0.168; GCF_018555455.1, s__Bifidobacterium colobi, 95.0, 81.0, 0.165	85.9	11	N/A	N/A
