user_genome	classification	closest_genome_reference	closest_genome_reference_radius	closest_genome_taxonomy	closest_genome_ani	closest_genome_af	closest_placement_reference	closest_placement_radius	closest_placement_taxonomy	closest_placement_ani	closest_placement_af	pplacer_taxonomy	classification_method	note	other_related_references(genome_id,species_name,radius,ANI,AF)	msa_percent	translation_table	red_value	warnings
S3_SemiBin_65	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1380;s__UBA1380 sp002305445	GCA_002305445.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1380;s__UBA1380 sp002305445	99.55	0.927	GCA_002305445.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__UBA1380;s__UBA1380 sp002305445	99.55	0.927	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__CAG-272;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.95	11	N/A	N/A
S3_SemiBin_66	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__JAAZAB01;f__JAAZAB01;g__JAIVGW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__JAAZAB01;f__JAAZAB01;g__JAIVGW01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	86.65	11	0.87607	N/A
S3_SemiBin_67	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA6115;s__UBA6115 sp029548395	GCA_029548395.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA6115;s__UBA6115 sp029548395	98.83	0.91	GCA_029548395.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA6115;s__UBA6115 sp029548395	98.83	0.91	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__UBA6115;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	93.15	11	N/A	N/A
S3_SemiBin_7	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAQWCH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAQWCH01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.61	11	0.91017	N/A
S3_SemiBin_71	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__DUMC01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Acetivibrionales;f__DUMC01;g__DUMC01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.04	11	0.93679	N/A
S3_SemiBin_73	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__JAAYCX01 sp012719455	GCA_012719455.1	95.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__JAAYCX01 sp012719455	99.81	0.972	GCA_012719455.1	95.0	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__JAAYCX01 sp012719455	99.81	0.972	d__Bacteria;p__Acidobacteriota;c__UBA6911;o__UBA6911;f__UBA6911;g__JAAYCX01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_016934555.1, s__JAAYCX01 sp016934555, 95.0, 87.03, 0.557; GCA_012729555.1, s__JAAYCX01 sp012729555, 95.0, 86.25, 0.615	90.57	11	N/A	N/A
S3_SemiBin_75	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	90.39	11	0.96732	N/A
S3_SemiBin_76	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAAYGP01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__JAAYGP01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	93.37	11	0.90513	N/A
S3_SemiBin_79	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAEZHK01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__Aristaeellaceae;g__JAEZHK01;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_023443705.1, s__JAEZHK01 sp023443705, 95.0, 88.89, 0.47; GCA_023411175.1, s__JAEZHK01 sp023411175, 95.0, 88.86, 0.531; GCA_029974035.1, s__JAEZHK01 sp029974035, 95.0, 82.39, 0.227; GCA_937934775.1, s__JAEZHK01 sp937934775, 95.0, 81.93, 0.161; GCA_023421395.1, s__JAEZHK01 sp023421395, 95.0, 81.37, 0.234; GCA_023416655.1, s__JAEZHK01 sp023416655, 95.0, 81.36, 0.215	92.1	11	0.97258	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S3_SemiBin_8	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	N/A	N/A	N/A	N/A	N/A	GCA_012839605.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__DMER64 sp012839605	81.69	0.338	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__UBA932;g__DMER64;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.23	11	0.97918	N/A
S3_SemiBin_86	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DUOA01;s__DUOA01 sp012839095	GCA_012839095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DUOA01;s__DUOA01 sp012839095	99.34	0.863	GCA_012839095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__DUOA01;s__DUOA01 sp012839095	99.34	0.863	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__DTU083;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	85.44	11	N/A	N/A
S3_SemiBin_9	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	GCA_012521055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	99.42	0.921	GCA_012521055.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__UBA1426 sp012521055	99.42	0.921	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__UBA1426;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002385825.1, s__UBA1426 sp002385825, 95.0, 95.32, 0.757	96.58	11	N/A	N/A
S3_SemiBin_95	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp029556265	GCA_029556265.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp029556265	97.48	0.752	GCA_029556265.1	95.0	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__T78 sp029556265	97.48	0.752	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__Anaerolineales;f__Anaerolineaceae;g__T78;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_002436085.1, s__T78 sp002436085, 95.0, 79.61, 0.184	86.3	11	N/A	N/A
S3_SemiBin_99	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp028690885	GCA_028690885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp028690885	97.71	0.734	GCA_028690885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__DUPQ01 sp028690885	97.71	0.734	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DUPQ01;f__DUPQ01;g__DUPQ01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	89.43	11	N/A	N/A
S3_recluster10309	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea sp012523775	GCA_012523775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea sp012523775	99.86	0.971	GCA_012523775.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__Mobilitalea sp012523775	99.86	0.971	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	90.84	11	N/A	N/A
S3_recluster10700	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__UBA1258 sp946534145	GCA_946534145.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__UBA1258 sp946534145	97.94	0.961	GCA_946534145.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__UBA1258 sp946534145	97.94	0.961	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__UBA1258;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_017544835.1, s__UBA1258 sp017544835, 95.0, 83.75, 0.312; GCA_900100895.1, s__UBA1258 sp900100895, 95.0, 82.59, 0.277; GCA_017553505.1, s__UBA1258 sp017553505, 95.0, 81.79, 0.269	92.65	11	N/A	N/A
S3_recluster10717	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Peptostreptococcales;f__Anaerovoracaceae;g__;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.3	11	0.85393	N/A
S3_recluster10739	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__DRVO01;f__DRVO01;g__Ch71;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Chloroflexota;c__Anaerolineae;o__DRVO01;f__DRVO01;g__Ch71;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	89.39	11	0.93604	N/A
S3_recluster10750	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__MVYY01 sp018056165	GCA_018056165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__MVYY01 sp018056165	97.73	0.77	GCA_018056165.1	95.0	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__MVYY01 sp018056165	97.73	0.77	d__Bacteria;p__Bacteroidota;c__Bacteroidia;o__Bacteroidales;f__Paludibacteraceae;g__MVYY01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	87.47	11	N/A	N/A
S3_recluster10766	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU059;s__DTU059 sp012523705	GCA_012523705.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU059;s__DTU059 sp012523705	99.63	0.839	GCA_012523705.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU059;s__DTU059 sp012523705	99.63	0.839	d__Bacteria;p__Bacillota_A;c__Clostridia;o__DSM-8532;f__DSM-8532;g__DTU059;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	84.19	11	N/A	N/A
S3_recluster10769	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA3636;g__JAAZFF01;s__JAAZFF01 sp022837245	GCA_022837245.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA3636;g__JAAZFF01;s__JAAZFF01 sp022837245	98.92	0.777	GCA_022837245.1	95.0	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA3636;g__JAAZFF01;s__JAAZFF01 sp022837245	98.92	0.777	d__Bacteria;p__Verrucomicrobiota;c__Kiritimatiellia;o__RFP12;f__UBA3636;g__JAAZFF01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	86.73	11	N/A	N/A
S3_recluster10774	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_F	GCA_015057305.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_F	97.89	0.822	GCA_015057305.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__Pseudobutyrivibrio ruminis_F	97.89	0.822	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Pseudobutyrivibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_017934625.1, s__Pseudobutyrivibrio sp017934625, 95.0, 84.38, 0.207; GCF_017471675.1, s__Pseudobutyrivibrio sp017471675, 95.0, 83.66, 0.196; GCA_015057315.1, s__Pseudobutyrivibrio ruminis_D, 95.0, 82.75, 0.179; GCF_000424305.1, s__Pseudobutyrivibrio ruminis_B, 95.0, 82.5, 0.177; GCF_900113655.1, s__Pseudobutyrivibrio sp900113655, 95.0, 82.05, 0.185; GCF_015057245.1, s__Pseudobutyrivibrio ruminis_E, 95.0, 81.2, 0.151	94.08	11	N/A	N/A
S3_recluster10815	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__	N/A	N/A	N/A	N/A	N/A	GCA_900317085.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__RUG420 sp900317085	91.69	0.75	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Acutalibacteraceae;g__RUG420;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_017461005.1, s__RUG420 sp017461005, 95.0, 93.05, 0.735; GCA_900317985.1, s__RUG420 sp900317985, 95.0, 90.47, 0.689; GCA_017433225.1, s__RUG420 sp017433225, 95.0, 89.88, 0.645; GCA_904502175.1, s__RUG420 sp904502175, 95.0, 85.35, 0.324; GCA_017614275.1, s__RUG420 sp017614275, 95.0, 84.82, 0.235; GCA_017476565.1, s__RUG420 sp017476565, 95.0, 84.0, 0.27	86.36	11	0.99703	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S3_recluster10821	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp009929115	GCA_018436595.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp009929115	97.16	0.815	GCA_018436595.1	95.0	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__Aminivibrio sp009929115	97.16	0.815	d__Bacteria;p__Synergistota;c__Synergistia;o__Synergistales;f__Aminobacteriaceae;g__Aminivibrio;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCF_004366815.1, s__Aminivibrio pyruvatiphilus, 95.0, 91.52, 0.784; GCA_018057035.1, s__Aminivibrio sp018057035, 95.0, 89.75, 0.862; GCF_016756745.1, s__Aminivibrio sp016756745, 95.0, 87.82, 0.547	94.9	11	N/A	N/A
S3_recluster10824	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA1396;g__UBA1396;s__UBA1396 sp002305195	GCA_002305195.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA1396;g__UBA1396;s__UBA1396 sp002305195	97.18	0.868	GCA_002305195.1	95.0	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA1396;g__UBA1396;s__UBA1396 sp002305195	97.18	0.868	d__Bacteria;p__Patescibacteria;c__Microgenomatia;o__UBA1400;f__UBA1396;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	68.2	11	N/A	N/A
S3_recluster10877	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp017934425	GCA_017934425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp017934425	98.26	0.964	GCA_017934425.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus sp017934425	98.26	0.964	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_946612185.1, s__Ruminococcus sp946612185, 95.0, 91.52, 0.637	96.31	11	N/A	N/A
S3_recluster10918	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__DTU074 sp002385885	GCA_002385885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__DTU074 sp002385885	99.93	0.91	GCA_002385885.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__DTU074 sp002385885	99.93	0.91	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Caldicoprobacterales;f__Caldicoprobacteraceae;g__DTU074;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	91.22	11	N/A	N/A
S3_recluster10936	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367;s__	N/A	N/A	N/A	N/A	N/A	GCA_002305995.1	95.0	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367;s__UBA1367 sp002305995	81.16	0.168	d__Bacteria;p__Actinomycetota;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__UBA1367;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_902779675.1, s__UBA1367 sp902779675, 95.0, 81.16, 0.154; GCA_902777325.1, s__UBA1367 sp902777325, 95.0, 80.88, 0.162	92.77	11	0.96077	N/A
S3_recluster11017	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp902795095	GCA_902795095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp902795095	98.59	0.844	GCA_902795095.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__Faecousia sp902795095	98.59	0.844	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Oscillospiraceae;g__Faecousia;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_015068455.1, s__Faecousia sp015068455, 95.0, 88.79, 0.554	95.71	11	N/A	N/A
S3_recluster11034	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__UBA3855 sp017394565	GCA_017394565.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__UBA3855 sp017394565	97.98	0.921	GCA_017394565.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__UBA3855 sp017394565	97.98	0.921	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__UBA3855;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_902767115.1, s__UBA3855 sp902767115, 95.0, 83.5, 0.214	98.29	11	N/A	N/A
S3_recluster11110	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UMGS1253;g__JAKJBW01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1381;f__UMGS1253;g__JAKJBW01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	91.72	11	0.87103	N/A
S3_recluster11157	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__SZUA-584;g__SZUA-584;s__	N/A	N/A	N/A	N/A	N/A	GCA_012719815.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__SZUA-584;g__SZUA-584;s__SZUA-584 sp012719815	91.5	0.753	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__SZUA-584;g__SZUA-584;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	N/A	95.73	11	0.98535	Genome not assigned to closest species as it falls outside its pre-defined ANI radius
S3_recluster11166	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Lachnospirales;f__Lachnospiraceae;g__Mobilitalea;s__	taxonomic classification fully defined by topology	classification based on placement in class-level tree	N/A	91.02	11	0.98292	N/A
S3_recluster11207	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAQWCH01;s__	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	N/A	d__Bacteria;p__Bacillota_I;c__Bacilli_A;o__RFN20;f__CAG-826;g__JAQWCH01;s__	taxonomic novelty determined using RED	classification based on placement in class-level tree	N/A	89.61	11	0.91017	N/A
S3_recluster11246	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_X	GCA_902796065.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_X	98.61	0.963	GCA_902796065.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__Ruminococcus flavefaciens_X	98.61	0.963	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Oscillospirales;f__Ruminococcaceae;g__Ruminococcus;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	98.13	11	N/A	N/A
S3_recluster11254	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA5436;s__	N/A	N/A	N/A	N/A	N/A	GCA_012838795.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA5436;s__UBA5436 sp012838795	82.63	0.305	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Saccharofermentanales;f__DTU023;g__UBA5436;s__	taxonomic classification defined by topology and ANI	classification based on placement in class-level tree	GCA_012521015.1, s__UBA5436 sp012521015, 95.0, 84.24, 0.297; GCA_012838135.1, s__UBA5436 sp012838135, 95.0, 83.6, 0.316; GCA_012518795.1, s__UBA5436 sp012518795, 95.0, 82.68, 0.299	90.21	11	0.97504	N/A
S3_recluster11262	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__DUPL01;g__DUPL01;s__DUPL01 sp012838385	GCA_012838385.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__DUPL01;g__DUPL01;s__DUPL01 sp012838385	99.77	0.989	GCA_012838385.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__DUPL01;g__DUPL01;s__DUPL01 sp012838385	99.77	0.989	d__Bacteria;p__Bacillota_A;c__Clostridia;o__UBA1212;f__DUPL01;g__DUPL01;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	GCA_012522035.1, s__DUPL01 sp012522035, 95.0, 91.31, 0.797	91.44	11	N/A	N/A
S3_recluster11287	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431;s__UBA1431 sp002329665	GCA_002329665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431;s__UBA1431 sp002329665	98.83	0.937	GCA_002329665.1	95.0	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__UBA1431;g__UBA1431;s__UBA1431 sp002329665	98.83	0.937	d__Bacteria;p__Bacillota_A;c__Clostridia;o__Christensenellales;f__;g__;s__	taxonomic classification defined by topology and ANI	topological placement and ANI have congruent species assignments	N/A	94.44	11	N/A	N/A
